customer_id,customer_name,segment,profit,sales,order_id,discount,quantity,profit_margin_%
AG-10495,Andrew Gjertsen,Corporate,295.6668,2356.855,8,0.20476190476190476,93,12.54
AG-10525,Andy Gerbode,Corporate,-152.7613,1455.038,4,0.15555555555555556,33,-10.5
AG-10675,Anna Gayman,Consumer,-246.42570000000003,3489.0396000000005,7,0.16133333333333333,54,-7.06
AG-10765,Anthony Garverick,Home Office,-8.431000000000001,170.584,4,0.45999999999999996,20,-4.94
AG-10900,Arthur Gainer,Consumer,343.6824,4510.797,10,0.16666666666666666,92,7.62
AH-10030,Aaron Hawkins,Corporate,365.2152,1744.7,7,0.09090909090909091,54,20.93
AH-10075,Adam Hart,Corporate,281.189,3250.337,10,0.135,75,8.65
AH-10120,Adrian Hane,Home Office,-2.3145999999999773,1735.5140000000001,7,0.23750000000000002,65,-0.13
AH-10195,Alan Haines,Corporate,-378.5509,1587.452,4,0.35,28,-23.85
AH-10210,Alan Hwang,Consumer,1308.5546,4805.344,9,0.09230769230769233,53,27.23
AH-10465,Amy Hunt,Consumer,-196.12009999999998,2495.3916,5,0.14,35,-7.86
AH-10585,Angele Hood,Consumer,83.96300000000001,738.504,4,0.12000000000000002,17,11.37
AH-10690,Anna Häberlin,Corporate,1298.0166,7888.294,12,0.21739130434782608,102,16.45
AI-10855,Arianne Irving,Consumer,867.7271000000001,4375.786,10,0.07222222222222223,72,19.83
AJ-10780,Anthony Jacobs,Corporate,150.71300000000005,4867.344,7,0.08666666666666667,62,3.1
AJ-10795,Anthony Johnson,Corporate,1158.7064,4501.391,7,0.08333333333333333,88,25.74
AJ-10945,Ashley Jarboe,Consumer,521.1351999999999,1839.24,7,0.04,40,28.33
AJ-10960,Astrea Jones,Consumer,60.4265,629.2479999999999,3,0.04,22,9.6
AM-10360,Alice McCarthy,Corporate,194.9878,814.012,5,0.125,48,23.95
AM-10705,Anne McFarland,Consumer,1085.7326,5664.022,8,0.06363636363636363,81,19.17
AO-10810,Anthony O'Donnell,Corporate,12.096,161.28,1,0.2,2,7.5
AP-10720,Anne Pryor,Home Office,285.7888,1638.554,8,0.1631578947368421,85,17.44
AP-10915,Arthur Prichep,Consumer,579.3113,3323.556,10,0.09354838709677421,102,17.43
AR-10345,Alex Russell,Corporate,-221.0544,1055.694,4,0.26,18,-20.94
AR-10405,Allen Rosenblatt,Corporate,-98.7646,2236.128,5,0.09999999999999999,29,-4.42
AR-10510,Andrew Roberts,Consumer,43.6695,264.86400000000003,5,0.21428571428571427,33,16.49
AR-10540,Andy Reiter,Consumer,2884.6208,6608.448,6,0.06666666666666668,33,43.65
AR-10570,Anemone Ratner,Consumer,32.633,88.15,1,0.0,6,37.02
AR-10825,Anthony Rawles,Corporate,494.83519999999993,4523.336,8,0.07692307692307693,54,10.94
AS-10045,Aaron Smayling,Corporate,-253.57459999999998,3050.692,7,0.355,48,-8.31
AS-10090,Adam Shillingsburg,Consumer,64.53739999999998,3255.31,9,0.18,81,1.98
AS-10135,Adrian Shami,Home Office,21.8496,58.82,2,0.06666666666666667,9,37.15
AS-10225,Alan Schoenberger,Corporate,719.7751000000001,4260.784,5,0.06153846153846154,41,16.89
AS-10240,Alan Shonely,Consumer,33.715799999999994,584.6080000000001,7,0.2692307692307692,39,5.77
AS-10285,Alejandro Savely,Corporate,354.62760000000003,3214.236,6,0.225,39,11.03
AS-10630,Ann Steele,Home Office,136.49190000000002,833.398,7,0.18333333333333335,34,16.38
AT-10435,Alyssa Tate,Home Office,100.87680000000002,1171.814,6,0.19999999999999998,28,8.61
AT-10735,Annie Thurman,Consumer,974.107,3831.864,10,0.08750000000000001,60,25.42
AW-10840,Anthony Witt,Consumer,65.77250000000001,649.376,4,0.2,24,10.13
AW-10930,Arthur Wiediger,Home Office,-104.5486,2852.968,7,0.30625,68,-3.66
AY-10555,Andy Yotov,Corporate,103.3499,497.014,4,0.1,34,20.79
AZ-10750,Annie Zypern,Consumer,154.9503,1622.0179999999998,6,0.125,40,9.55
BB-10990,Barry Blumstein,Corporate,11.583900000000007,744.3399999999999,5,0.2,26,1.56
BB-11545,Brenda Bowman,Corporate,1015.0749999999999,6765.728,9,0.195,83,15.0
BC-11125,Becky Castell,Home Office,251.5974,2933.676,9,0.1111111111111111,60,8.58
BD-11320,Bill Donatelli,Consumer,1094.5037,5718.521,12,0.07894736842105263,75,19.14
BD-11500,Bradley Drucker,Consumer,1142.1225,4411.2429999999995,6,0.135,49,25.89
BD-11560,Brendan Dodson,Home Office,116.714,320.54,2,0.0,11,36.41
BD-11605,Brian Dahlen,Consumer,634.8463,3288.471,7,0.0725,74,19.31
BD-11620,Brian DeCherney,Consumer,206.75689999999997,1538.11,6,0.17500000000000002,27,13.44
BD-11635,Brian Derr,Consumer,141.53400000000002,582.646,3,0.1,19,24.29
BD-11725,Bruce Degenhardt,Consumer,333.9791,1526.5,6,0.02,29,21.88
BD-11770,Bryan Davis,Consumer,141.265,658.466,6,0.12000000000000002,21,21.45
BE-11335,Bill Eplett,Home Office,1487.7739000000001,4204.676,5,0.022222222222222223,35,35.38
BE-11410,Bobby Elias,Consumer,755.9150999999999,2261.438,5,0.16,19,33.43
BE-11455,Brad Eason,Home Office,139.20080000000002,1727.652,6,0.14615384615384613,40,8.06
BF-10975,Barbara Fisher,Corporate,227.4384,599.798,7,0.14615384615384613,38,37.92
BF-11005,Barry Franz,Home Office,-291.38109999999995,1333.88,4,0.18,26,-21.84
BF-11020,Barry Französisch,Corporate,302.02,2888.506,8,0.2571428571428572,78,10.46
BF-11080,Bart Folk,Consumer,110.9272,272.95,3,0.0,29,40.64
BF-11170,Ben Ferrer,Home Office,1538.2127,5907.972,11,0.12222222222222222,102,26.04
BF-11215,Benjamin Farhat,Home Office,523.2133,1585.162,4,0.05,48,33.01
BF-11275,Beth Fritzler,Corporate,25.870199999999997,791.9899999999999,3,0.15000000000000002,11,3.27
BG-11035,Barry Gonzalez,Consumer,-711.4274,2798.948,8,0.19166666666666665,35,-25.42
BG-11695,Brooke Gillingham,Corporate,107.5715,1874.172,6,0.1375,24,5.74
BG-11740,Bruce Geld,Consumer,119.34790000000001,1006.356,6,0.14285714285714285,22,11.86
BH-11710,Brosina Hoffman,Consumer,802.7898,6255.351,8,0.18333333333333335,97,12.83
BK-11260,Berenike Kampe,Consumer,-63.764399999999995,659.1379999999999,6,0.20625000000000002,58,-9.67
BM-11140,Becky Martin,Consumer,-1659.9580999999998,11789.63,4,0.16875,64,-14.08
BM-11575,Brendan Murry,Corporate,95.58160000000001,808.162,6,0.18,22,11.83
BM-11650,Brian Moss,Corporate,2199.2781,7294.185,11,0.08448275862068966,95,30.15
BM-11785,Bryan Mills,Consumer,137.7439,1338.842,10,0.25,44,10.29
BN-11470,Brad Norvell,Corporate,36.6131,265.296,4,0.16666666666666666,15,13.8
BN-11515,Bradley Nguyen,Consumer,340.7054,1459.344,5,0.023529411764705882,79,23.35
BO-11350,Bill Overfelt,Corporate,278.77700000000004,2682.728,5,0.2333333333333333,43,10.39
BO-11425,Bobby Odegard,Consumer,59.4522,130.83,2,0.0,7,45.44
BP-11050,Barry Pond,Corporate,209.78300000000002,983.42,5,0.14285714285714285,30,21.33
BP-11095,Bart Pistole,Corporate,433.9751,2442.044,12,0.165,70,17.77
BP-11155,Becky Pak,Consumer,647.3847000000001,1697.8609999999999,6,0.0818181818181818,32,38.13
BP-11185,Ben Peterman,Corporate,363.5991,3675.861,9,0.19444444444444445,69,9.89
BP-11230,Benjamin Patterson,Consumer,-197.2695,1181.49,5,0.06666666666666667,14,-16.7
BP-11290,Beth Paige,Consumer,-319.0637,2475.157,7,0.3,51,-12.89
BS-11365,Bill Shonely,Corporate,2616.0643999999998,10501.653,5,0.011111111111111112,39,24.91
BS-11380,Bill Stewart,Corporate,-17.532200000000024,3887.834,5,0.27692307692307694,58,-0.45
BS-11590,Brendan Sweed,Corporate,381.7807,2454.928,6,0.3,41,15.55
BS-11665,Brian Stugart,Consumer,238.73680000000002,3288.1099999999997,3,0.18181818181818182,47,7.26
BS-11755,Bruce Stewart,Consumer,-113.29840000000003,2562.382,7,0.13214285714285715,45,-4.42
BS-11800,Bryan Spruell,Home Office,194.0516,949.4300000000001,2,0.0,22,20.44
BT-11305,Beth Thompson,Home Office,417.5918,2567.656,5,0.044444444444444446,33,16.26
BT-11395,Bill Tyler,Corporate,257.9163,2186.6130000000003,6,0.15,38,11.8
BT-11440,Bobby Trafton,Consumer,-77.5256,603.876,4,0.15714285714285717,16,-12.84
BT-11485,Brad Thomas,Home Office,126.8694,415.19599999999997,2,0.06666666666666667,11,30.56
BT-11530,Bradley Talbott,Home Office,409.4983,2684.4919999999997,5,0.1,44,15.25
BT-11680,Brian Thompson,Consumer,447.74839999999995,3196.752,7,0.07,88,14.01
BV-11245,Benjamin Venier,Corporate,315.2214,1523.2730000000001,5,0.09285714285714285,49,20.69
BW-11065,Barry Weirich,Consumer,-58.28659999999999,385.516,3,0.13333333333333333,8,-15.12
BW-11110,Bart Watters,Corporate,921.2574,4750.358,8,0.1411764705882353,74,19.39
BW-11200,Ben Wallace,Consumer,246.9973,1738.406,6,0.15,49,14.21
CA-11965,Carol Adams,Corporate,1143.3817,3789.7228,6,0.11200000000000002,29,30.17
CA-12055,Cathy Armstrong,Home Office,211.2559,1679.7240000000002,5,0.3,49,12.58
CA-12265,Christina Anderson,Consumer,279.6183,2648.2872,9,0.18941176470588236,65,10.56
CA-12310,Christine Abelman,Corporate,246.02179999999998,1421.954,4,0.11818181818181818,25,17.3
CA-12775,Cynthia Arntzen,Consumer,204.48950000000002,3041.566,7,0.18823529411764706,72,6.72
CB-12025,Cassandra Brandow,Consumer,150.2089,6076.139,10,0.16346153846153846,122,2.47
CB-12415,Christy Brittain,Consumer,272.3883,1949.2,8,0.3333333333333333,44,13.97
CB-12535,Claudia Bergmann,Corporate,1049.5601,4246.4555,8,0.05,74,24.72
CC-12100,Chad Cunningham,Home Office,208.5912,1770.945,6,0.21538461538461537,46,11.78
CC-12145,Charles Crestani,Consumer,392.2825,2471.65,7,0.08181818181818182,31,15.87
CC-12220,Chris Cortes,Consumer,393.9618,3913.418,12,0.11818181818181818,81,10.07
CC-12370,Christopher Conant,Consumer,2177.0493,12129.072000000002,5,0.2818181818181818,34,17.95
CC-12430,Chuck Clark,Home Office,424.6583,2870.05,10,0.05789473684210527,63,14.8
CC-12475,Cindy Chapman,Consumer,154.851,1659.438,9,0.16153846153846155,40,9.33
CC-12550,Clay Cheatham,Consumer,33.870599999999996,113.832,3,0.15000000000000002,14,29.75
CC-12610,Corey Catlett,Corporate,331.434,2540.631,7,0.27499999999999997,39,13.05
CC-12670,Craig Carreira,Consumer,187.8399,2269.7015,7,0.16785714285714287,47,8.28
CC-12685,Craig Carroll,Consumer,850.1591,2854.1150000000002,4,0.25,51,29.79
CD-11920,Carlos Daly,Consumer,426.661,2033.968,5,0.044444444444444446,35,20.98
CD-11980,Carol Darley,Consumer,-206.7172,639.766,3,0.43333333333333335,22,-32.31
CD-12280,Christina DeMoss,Consumer,233.0274,1205.584,2,0.08461538461538462,39,19.33
CD-12790,Cynthia Delaney,Home Office,403.8422,1860.732,5,0.02666666666666667,49,21.7
CG-12040,Catherine Glotzbach,Home Office,86.5106,904.4680000000001,6,0.18888888888888888,37,9.56
CG-12520,Claire Gute,Consumer,169.93439999999998,1148.7800000000002,3,0.2,14,14.79
CH-12070,Cathy Hwang,Home Office,195.15109999999999,1537.236,3,0.15000000000000002,13,12.69
CJ-11875,Carl Jackson,Corporate,1.652,16.52,1,0.2,5,10.0
CJ-12010,Caroline Jumper,Consumer,858.7414,11164.974,8,0.1885,83,7.69
CK-12205,Chloris Kastensmidt,Consumer,141.2831,3154.855,13,0.234375,122,4.48
CK-12325,Christine Kargatis,Home Office,261.22090000000003,2945.321,5,0.18333333333333335,46,8.87
CK-12595,Clytie Kelty,Consumer,497.70980000000003,2372.75,11,0.184,108,20.98
CK-12760,Cyma Kinney,Corporate,-338.4311,1582.109,9,0.15,64,-21.39
CL-11890,Carl Ludwig,Consumer,328.0847,1262.0140000000001,4,0.05714285714285715,24,26.0
CL-12565,Clay Ludtke,Consumer,1933.7830999999999,10880.546,12,0.1142857142857143,106,17.77
CL-12700,Craig Leslie,Home Office,229.00990000000002,2353.586,5,0.1875,34,9.73
CM-11815,Candace McMahon,Corporate,214.463,1673.888,6,0.12000000000000002,38,12.81
CM-11935,Carlos Meador,Consumer,-43.732400000000005,565.392,2,0.2,18,-7.73
CM-12115,Chad McGuire,Consumer,409.0679,1661.6100000000001,4,0.028571428571428574,35,24.62
CM-12160,Charles McCrossin,Consumer,-394.3686,2533.314,6,0.24285714285714285,23,-15.57
CM-12190,Charlotte Melton,Consumer,91.2033,1475.144,6,0.07142857142857142,21,6.18
CM-12235,Chris McAfee,Consumer,365.0387,2305.712,5,0.07500000000000001,28,15.83
CM-12385,Christopher Martinez,Consumer,3899.8903999999998,8954.019999999999,4,0.12,34,43.55
CM-12445,Chuck Magee,Consumer,64.4296,287.99,3,0.07777777777777778,32,22.37
CM-12655,Corinna Mitchell,Home Office,1572.4585,6339.5576,6,0.072,42,24.8
CM-12715,Craig Molinari,Corporate,176.3108,3984.4524,4,0.30923076923076925,57,4.42
CP-12085,Cathy Prescott,Corporate,427.0258,5402.254,8,0.14285714285714285,57,7.9
CP-12340,Christine Phan,Corporate,-1850.3029000000001,5888.275,8,0.21333333333333335,59,-31.42
CR-12580,Clay Rozendal,Home Office,74.40129999999999,2148.852,4,0.13333333333333333,32,3.46
CR-12625,Corey Roper,Home Office,144.7594,475.9,3,0.0,14,30.42
CR-12730,Craig Reiter,Consumer,306.9176,1600.55,4,0.26666666666666666,18,19.18
CR-12820,Cyra Reiten,Home Office,83.27029999999999,1397.8724,3,0.13142857142857142,26,5.96
CS-11845,Cari Sayre,Corporate,185.3776,1278.954,5,0.275,22,14.49
CS-11860,Cari Schnelling,Consumer,105.8275,537.632,6,0.2285714285714286,16,19.68
CS-11950,Carlos Soltero,Consumer,-126.4223,3036.547,11,0.2636363636363636,68,-4.16
CS-12130,Chad Sievert,Consumer,143.8339,884.64,4,0.1142857142857143,28,16.26
CS-12175,Charles Sheldon,Corporate,113.1405,844.4580000000001,5,0.1625,30,13.4
CS-12250,Chris Selesnick,Corporate,738.3626,2754.216,12,0.05714285714285715,97,26.81
CS-12355,Christine Sundaresam,Consumer,831.9432,3202.1620000000003,11,0.08181818181818182,74,25.98
CS-12400,Christopher Schild,Home Office,-342.80330000000004,3651.8585000000003,9,0.21428571428571427,47,-9.39
CS-12460,Chuck Sachs,Consumer,156.2593,550.644,2,0.06666666666666667,13,28.38
CS-12490,Cindy Schnelling,Corporate,-302.8761,1077.2285,4,0.25,33,-28.12
CS-12505,Cindy Stewart,Consumer,-6626.389499999999,5690.054999999999,6,0.19999999999999998,40,-116.46
CT-11995,Carol Triggs,Consumer,161.22629999999995,3241.898,8,0.16111111111111112,60,4.97
CV-12295,Christina VanderZanden,Consumer,493.0861,2830.6279999999997,5,0.07692307692307693,54,17.42
CV-12805,Cynthia Voltz,Corporate,98.99749999999999,2370.3136,9,0.2431578947368421,62,4.18
CW-11905,Carl Weiss,Home Office,370.8298,1136.592,6,0.09090909090909091,40,32.63
CY-12745,Craig Yedwab,Corporate,60.64670000000001,2900.026,8,0.2,43,2.09
Co-12640,Corey-Lock,Consumer,205.62820000000002,1300.076,5,0.175,30,15.82
DA-13450,Dianna Arnett,Home Office,56.7904,156.76,4,0.125,27,36.23
DB-12910,Daniel Byrd,Home Office,431.3748,2171.599,8,0.15416666666666667,47,19.86
DB-12970,Darren Budd,Corporate,213.00289999999998,2839.2272,5,0.16571428571428573,43,7.5
DB-13060,Dave Brooks,Consumer,473.0272,4531.646,7,0.1846153846153846,48,10.44
DB-13120,David Bremer,Corporate,-1421.7692,2973.094,7,0.14285714285714285,59,-47.82
DB-13210,Dean Braden,Consumer,169.9679,2332.577,10,0.18571428571428572,75,7.29
DB-13270,Deborah Brumfield,Home Office,841.8263999999999,4655.897,8,0.2076923076923077,52,18.08
DB-13360,Dennis Bolton,Home Office,291.0085,1081.466,5,0.08333333333333333,28,26.91
DB-13405,Denny Blanton,Consumer,438.9092,1711.692,4,0.028571428571428574,62,25.64
DB-13555,Dorothy Badders,Corporate,109.32700000000001,3908.8028,7,0.15142857142857144,61,2.8
DB-13615,Doug Bickford,Consumer,438.80119999999994,1989.05,7,0.14545454545454548,41,22.06
DB-13660,Duane Benoit,Consumer,177.67350000000002,1155.202,7,0.16,33,15.38
DC-12850,Dan Campbell,Consumer,-1441.6312999999998,3336.168,9,0.21111111111111114,64,-43.21
DC-13285,Debra Catini,Consumer,132.06820000000002,1174.618,5,0.07857142857142858,37,11.24
DD-13570,Dorothy Dickinson,Consumer,36.4344,269.542,6,0.24444444444444446,33,13.52
DE-13255,Deanra Eno,Home Office,464.47139999999996,2550.874,5,0.1111111111111111,38,18.21
DF-13135,David Flashing,Consumer,-259.3097,2390.534,3,0.2833333333333334,23,-10.85
DG-13300,Deirdre Greer,Corporate,562.7761,3195.818,5,0.1,39,17.61
DH-13075,Dave Hallsten,Corporate,1193.7404,4932.872,6,0.0782608695652174,81,24.2
DH-13675,Duane Huffman,Home Office,116.667,1043.096,4,0.12272727272727274,41,11.18
DJ-13420,Denny Joy,Corporate,483.03499999999997,2012.52,4,0.0,20,24.0
DJ-13510,Don Jones,Corporate,345.2521,2501.6879999999996,8,0.06923076923076923,52,13.8
DJ-13630,Doug Jacobs,Consumer,731.5644,3356.398,3,0.0625,43,21.8
DK-12835,Damala Kotsonis,Corporate,881.1228000000001,3256.48,12,0.17777777777777778,86,27.06
DK-12895,Dana Kaydos,Consumer,937.6496,4282.176,5,0.08000000000000002,65,21.9
DK-12985,Darren Koutras,Consumer,-107.35379999999998,1687.04,5,0.1625,32,-6.36
DK-13090,Dave Kipp,Consumer,536.3935,2650.557,7,0.13846153846153847,33,20.24
DK-13150,David Kendrick,Corporate,249.9447,797.832,2,0.12000000000000002,20,31.33
DK-13225,Dean Katz,Corporate,209.89940000000004,4802.394,9,0.19473684210526318,70,4.37
DK-13375,Dennis Kane,Consumer,377.0799,3318.486,8,0.10869565217391304,77,11.36
DL-12865,Dan Lawera,Consumer,322.2449,1503.112,8,0.15,51,21.44
DL-12925,Daniel Lacy,Consumer,4.213200000000029,3272.2,6,0.03571428571428571,43,0.13
DL-13315,Delfina Latchford,Consumer,288.8732,1458.258,8,0.1823529411764706,74,19.81
DL-13330,Denise Leinenbach,Consumer,222.6812,585.02,4,0.05,32,38.06
DL-13495,Dionis Lloyd,Corporate,-52.78799999999997,3539.322,8,0.05000000000000001,33,-1.49
DM-12955,Dario Medina,Corporate,108.7583,1322.034,7,0.16666666666666666,28,8.23
DM-13015,Darrin Martin,Consumer,1677.3931,6345.103,7,0.22999999999999998,87,26.44
DM-13345,Denise Monton,Corporate,1319.0586,4074.4719999999998,8,0.1,41,32.37
DM-13525,Don Miller,Corporate,199.7688,1376.792,3,0.16999999999999998,33,14.51
DN-13690,Duane Noonan,Consumer,540.5405000000001,2139.79,7,0.018181818181818184,41,25.26
DO-13435,Denny Ordway,Consumer,-38.90860000000001,1300.0315,9,0.15769230769230771,48,-2.99
DO-13645,Doug O'Connell,Consumer,294.0676,1267.316,7,0.09090909090909091,36,23.2
DP-13000,Darren Powers,Consumer,241.4524,1050.636,9,0.2117647058823529,58,22.98
DP-13105,Dave Poirier,Corporate,563.1761,2215.002,8,0.1142857142857143,63,25.43
DP-13165,David Philippe,Consumer,-40.93759999999999,1058.616,2,0.15000000000000002,20,-3.87
DP-13390,Dennis Pardue,Home Office,1571.8318,5480.723999999999,9,0.18571428571428572,50,28.68
DR-12880,Dan Reichenbach,Corporate,1641.8613,6528.034000000001,9,0.13333333333333333,103,25.15
DR-12940,Daniel Raglin,Home Office,2869.0759999999996,8350.868,8,0.15384615384615383,57,34.36
DS-13030,Darrin Sayre,Home Office,193.3319,1762.213,4,0.1394736842105263,54,10.97
DS-13180,David Smith,Corporate,163.6993,2881.8128,9,0.15350000000000003,68,5.68
DV-13045,Darrin Van Huff,Corporate,-427.184,1119.483,5,0.17222222222222222,28,-38.16
DV-13465,Dianna Vittorini,Consumer,353.2127,3341.587,6,0.11333333333333334,62,10.57
DW-13195,David Wiener,Corporate,-86.87379999999999,1080.751,6,0.24444444444444446,39,-8.04
DW-13480,Dianna Wilson,Home Office,1348.7556,5271.628,5,0.03636363636363637,38,25.59
DW-13540,Don Weiss,Consumer,69.6672,344.08,5,0.17777777777777778,21,20.25
DW-13585,Dorothy Wardle,Corporate,-266.8966,1204.854,7,0.17,44,-22.15
Dl-13600,Dorris liebe,Corporate,175.2388,755.602,5,0.21666666666666667,19,23.19
Dp-13240,Dean percer,Home Office,333.36479999999995,7198.7609999999995,11,0.18620689655172415,99,4.63
EA-14035,Erin Ashbrook,Corporate,-52.74059999999998,2846.705,13,0.3,87,-1.85
EB-13705,Ed Braxton,Corporate,13.621500000000005,3644.978,9,0.25833333333333336,55,0.37
EB-13750,Edward Becker,Corporate,-80.28599999999999,3236.314,10,0.145,91,-2.48
EB-13840,Ellis Ballard,Corporate,656.1988,4358.128,5,0.125,41,15.06
EB-13870,Emily Burns,Consumer,261.5315,2767.219,10,0.29090909090909095,41,9.45
EB-13930,Eric Barreto,Consumer,0.6042000000000058,944.6000000000001,5,0.17142857142857143,24,0.06
EB-13975,Erica Bern,Corporate,162.8781,1643.255,4,0.2833333333333333,18,9.91
EB-14110,Eugene Barchas,Consumer,184.7656,3071.126,6,0.2090909090909091,30,6.02
EB-14170,Evan Bailliet,Consumer,282.1701,1186.326,6,0.2285714285714286,20,23.79
EC-14050,Erin Creighton,Consumer,96.4256,461.914,5,0.09999999999999999,37,20.88
ED-13885,Emily Ducich,Home Office,670.4435000000001,3484.92,8,0.21428571428571427,54,19.24
EG-13900,Emily Grady,Consumer,104.2656,1832.02,5,0.2,44,5.69
EH-13765,Edward Hooks,Corporate,1393.5154,10310.880000000001,12,0.07187500000000001,120,13.51
EH-13945,Eric Hoffmann,Consumer,53.53980000000001,684.1709999999999,8,0.29411764705882354,72,7.83
EH-13990,Erica Hackney,Consumer,150.3759,825.9499999999999,6,0.0625,20,18.21
EH-14005,Erica Hernandez,Home Office,-94.14079999999997,1219.53,7,0.17272727272727273,50,-7.72
EH-14125,Eugene Hildebrand,Home Office,96.27019999999999,3082.653,10,0.20555555555555557,76,3.12
EH-14185,Evan Henry,Consumer,242.1107,923.884,6,0.28750000000000003,22,26.21
EJ-13720,Ed Jacobs,Consumer,387.0176,2162.174,4,0.175,31,17.9
EJ-14155,Eva Jacobs,Consumer,451.87550000000005,2656.691,5,0.0625,31,17.01
EK-13795,Eileen Kiefer,Home Office,97.10659999999999,1303.478,4,0.0875,18,7.45
EL-13735,Ed Ludwig,Home Office,27.1154,124.28,2,0.0,9,21.82
EM-13810,Eleni McCrary,Corporate,-133.8275,2567.0099999999998,5,0.14285714285714285,23,-5.21
EM-13825,Elizabeth Moffitt,Corporate,682.5541999999999,2339.598,8,0.0625,57,29.17
EM-13960,Eric Murdock,Consumer,102.29599999999999,933.704,5,0.2333333333333333,18,10.96
EM-14065,Erin Mull,Consumer,40.15459999999999,228.99,4,0.25,22,17.54
EM-14095,Eudokia Martin,Corporate,240.2362,1041.0420000000001,4,0.1,34,23.08
EM-14140,Eugene Moren,Home Office,1319.3655,4588.436000000001,6,0.06666666666666668,74,28.75
EM-14200,Evan Minnotte,Home Office,21.7721,366.822,3,0.125,13,5.94
EN-13780,Edward Nazzal,Consumer,496.1131,2199.366,4,0.044444444444444446,27,22.56
EP-13915,Emily Phan,Consumer,144.9578,5478.0608,17,0.19741935483870968,124,2.65
ER-13855,Elpida Rittenbach,Corporate,-295.7398,1245.788,3,0.2,27,-23.74
ES-14020,Erica Smith,Consumer,1003.2935,3510.4579999999996,5,0.125,31,28.58
ES-14080,Erin Smith,Corporate,246.6661,4657.924,9,0.26,77,5.3
FA-14230,Frank Atkinson,Corporate,520.5229,2984.054,7,0.25882352941176473,58,17.44
FC-14245,Frank Carlisle,Home Office,1217.1662000000001,3418.742,7,0.1357142857142857,50,35.6
FC-14335,Fred Chung,Corporate,714.2926,3889.366,7,0.16,37,18.37
FG-14260,Frank Gastineau,Home Office,394.73969999999997,1383.144,7,0.11818181818181818,48,28.54
FH-14275,Frank Hawley,Corporate,1073.2676,4256.272,10,0.1285714285714286,65,25.22
FH-14350,Fred Harton,Consumer,706.289,2271.284,4,0.10714285714285714,52,31.1
FH-14365,Fred Hopkins,Corporate,2050.2826,6987.196,8,0.13846153846153847,52,29.34
FM-14215,Filia McAdams,Corporate,249.6808,2456.638,10,0.09333333333333334,48,10.16
FM-14290,Frank Merwin,Home Office,198.10949999999997,3736.198,9,0.18,79,5.3
FM-14380,Fred McMath,Consumer,191.4898,2523.266,9,0.15714285714285717,53,7.59
FO-14305,Frank Olsen,Consumer,215.59689999999998,2678.438,10,0.22,60,8.05
FP-14320,Frank Preis,Consumer,406.44730000000004,4046.746,8,0.13571428571428573,54,10.04
FW-14395,Fred Wasserman,Corporate,23.491300000000003,79.75,3,0.0,9,29.46
GA-14515,George Ashbrook,Consumer,840.899,3919.7760000000003,8,0.0642857142857143,48,21.45
GA-14725,Guy Armstrong,Consumer,136.70790000000002,1398.382,11,0.17954545454545456,79,9.78
GB-14530,George Bell,Corporate,7.837100000000003,1568.44,11,0.16999999999999998,62,0.5
GB-14575,Giulietta Baptist,Consumer,1135.8393,4716.288,5,0.037500000000000006,63,24.08
